u	q	r
14906	233818	0.25
5421	233820	0.625
26002	233820	0.25
29693	233820	0.125
3	233822	0.2
458	233822	0.2
1034	233822	0.2
26791	233822	0.4
18581	233827	0.3333333333333333
26193	233827	0.6666666666666666
120	233830	0.16666666666666666
875	233830	0.16666666666666666
26255	233830	0.3333333333333333
26792	233830	0.3333333333333333
568	233845	0.25
26795	233845	0.5
29863	233845	0.25
2647	233848	0.42857142857142855
26255	233848	0.5714285714285714
34456	233850	0.5
23427	233850	0.5
12831	233854	0.3333333333333333
26797	233854	0.6666666666666666
3384	233857	0.42857142857142855
21768	233857	0.5714285714285714
26639	233873	0.5714285714285714
26764	233873	0.42857142857142855
1034	233877	0.3333333333333333
26723	233877	0.6666666666666666
26340	233886	1.0
2647	233889	0.6666666666666666
26799	233889	0.3333333333333333
25268	233890	0.42857142857142855
25453	233890	0.5714285714285714
25453	233891	0.5
26723	233891	0.3333333333333333
27503	233891	0.16666666666666666
12166	233893	0.3333333333333333
26715	233893	0.6666666666666666
12831	233914	0.4
22056	233914	0.6
24127	233916	0.6666666666666666
26802	233916	0.3333333333333333
27965	233928	0.5
26124	233928	0.5
875	233935	0.3333333333333333
5184	233935	0.3333333333333333
26755	233935	0.3333333333333333
122	233955	0.5
26806	233955	0.5
1034	233956	0.3333333333333333
26415	233956	0.3333333333333333
27135	233956	0.3333333333333333
1483	233966	0.5
7271	233966	0.5
5184	233973	0.5
26807	233973	0.5
19785	233978	0.5
26810	233978	0.5
3	233982	0.5
23120	233982	0.5
26002	234000	0.5
26811	234000	0.5
5184	234003	0.6
26699	234003	0.4
13601	234006	0.5
21514	234006	0.5
113	234008	0.3333333333333333
1034	234008	0.3333333333333333
26634	234008	0.3333333333333333
2873	234010	0.5
26813	234010	0.5
458	234018	0.16666666666666666
2221	234018	0.5
13601	234018	0.3333333333333333
4094	234019	0.36363636363636365
5184	234019	0.09090909090909091
26391	234019	0.5454545454545454
1272	234028	0.375
26814	234028	0.25
31473	234028	0.375
1000	234032	0.1111111111111111
2647	234032	0.3333333333333333
26543	234032	0.1111111111111111
26815	234032	0.4444444444444444
1000	234036	0.3333333333333333
26803	234036	0.6666666666666666
2647	234040	0.23076923076923078
22552	234040	0.46153846153846156
25268	234040	0.3076923076923077
25268	234041	0.5
26601	234041	0.5
1272	234062	0.25
5184	234062	0.25
26663	234062	0.5
3397	234071	0.5
26820	234071	0.5
1034	234075	0.25
5184	234075	0.25
26823	234075	0.5
11796	234077	0.3333333333333333
27874	234077	0.3333333333333333
26824	234077	0.3333333333333333
1272	234085	0.14285714285714285
24812	234085	0.42857142857142855
26709	234085	0.42857142857142855
1034	234094	0.5
25209	234094	0.5
26974	234096	0.25
28405	234096	0.25
30251	234096	0.25
3404	234096	0.25
2647	234098	0.6
22960	234098	0.4
1034	234099	0.5
22960	234099	0.5
21163	234113	0.3333333333333333
26039	234113	0.6666666666666666
25604	234116	0.75
26543	234116	0.25
20159	234125	0.3333333333333333
26829	234125	0.6666666666666666
2647	234126	0.3333333333333333
5184	234126	0.3333333333333333
2345	234126	0.3333333333333333
1000	234130	0.5
26166	234130	0.5
1000	234132	0.16666666666666666
2050	234132	0.16666666666666666
26465	234132	0.3333333333333333
26831	234132	0.3333333333333333
1000	234135	0.3333333333333333
26831	234135	0.6666666666666666
12166	234139	0.5
18901	234139	0.5
2647	234152	0.4
22552	234152	0.6
23182	234161	1.0
1914	234164	0.5
4680	234164	0.5
17736	234170	0.5
26233	234170	0.5
17736	234172	0.2631578947368421
26601	234172	0.42105263157894735
26831	234172	0.3157894736842105
1034	234174	0.25
17736	234174	0.25
26838	234174	0.5
25790	234175	0.6666666666666666
26169	234175	0.3333333333333333
26823	234182	1.0
875	234196	0.09090909090909091
21470	234196	0.09090909090909091
26831	234196	0.45454545454545453
26841	234196	0.36363636363636365
29620	234198	0.5
26413	234198	0.5
5184	234202	0.5
25969	234202	0.5
1034	234205	0.3333333333333333
5184	234205	0.3333333333333333
23977	234205	0.3333333333333333
26890	234213	0.5
2221	234213	0.5
27623	234223	0.5
26844	234223	0.5
1034	234229	0.5
1915	234229	0.5
17736	234234	0.5
26233	234234	0.5
13601	234238	0.5
25604	234238	0.5
1034	234242	0.3333333333333333
25070	234242	0.3333333333333333
26374	234242	0.3333333333333333
1000	234251	0.3333333333333333
26169	234251	0.3333333333333333
22960	234251	0.3333333333333333
24812	234259	0.5
26846	234259	0.5
875	234265	0.14285714285714285
1034	234265	0.2857142857142857
3362	234265	0.2857142857142857
27118	234265	0.2857142857142857
1272	234267	0.3333333333333333
17736	234267	0.3333333333333333
26847	234267	0.3333333333333333
26822	234269	1.0
1034	234283	0.25
26849	234283	0.5
27484	234283	0.25
304	234294	0.1
2647	234294	0.2
26851	234294	0.7
120	234297	0.5
21710	234297	0.5
5184	234298	0.5
3946	234298	0.5
20159	234303	0.3333333333333333
26916	234303	0.3333333333333333
26601	234303	0.3333333333333333
18581	234308	0.5
26166	234308	0.5
1272	234311	0.5
26601	234311	0.5
26856	234314	0.6666666666666666
32499	234314	0.3333333333333333
1034	234319	0.3333333333333333
1858	234319	0.3333333333333333
21533	234319	0.3333333333333333
10	234322	0.1111111111111111
2242	234322	0.3333333333333333
2575	234322	0.1111111111111111
26890	234322	0.4444444444444444
25523	234330	0.5
26225	234330	0.5
875	234332	0.5
26860	234332	0.5
1034	234341	0.25
26502	234341	0.5
27540	234341	0.25
26157	234350	0.6666666666666666
27706	234350	0.3333333333333333
1272	234352	0.3333333333333333
26847	234352	0.6666666666666666
26864	234354	0.6666666666666666
26890	234354	0.3333333333333333
3384	234361	0.5
21768	234361	0.5
20159	234365	0.36363636363636365
26813	234365	0.5454545454545454
30191	234365	0.09090909090909091
22154	234371	0.3333333333333333
27437	234371	0.3333333333333333
26866	234371	0.3333333333333333
3384	234375	0.3333333333333333
21768	234375	0.6666666666666666
2575	234379	0.3333333333333333
26626	234379	0.6666666666666666
458	234387	0.3333333333333333
26869	234387	0.6666666666666666
26870	234388	1.0
356	234394	0.42857142857142855
26871	234394	0.5714285714285714
17876	234397	0.08333333333333333
26601	234397	0.5
26831	234397	0.4166666666666667
458	234415	0.5
26415	234415	0.5
26873	234418	0.5
30058	234418	0.25
33072	234418	0.25
1640	234420	0.2857142857142857
26662	234420	0.5714285714285714
29739	234420	0.14285714285714285
1034	234425	0.3333333333333333
33308	234425	0.3333333333333333
1277	234425	0.3333333333333333
5421	234426	0.4444444444444444
26871	234426	0.2222222222222222
26916	234426	0.2222222222222222
26953	234426	0.1111111111111111
21163	234428	0.5
26847	234428	0.5
1034	234431	0.25
18581	234431	0.25
26348	234431	0.5
25452	234433	0.3333333333333333
26450	234433	0.3333333333333333
26847	234433	0.3333333333333333
5184	234434	0.5
25908	234434	0.5
25908	234439	0.2
28985	234439	0.2
31098	234439	0.4
26875	234439	0.2
2647	234449	0.24
17876	234449	0.16
26878	234449	0.6
113	234450	0.5
26652	234450	0.5
1034	234452	0.5
21710	234452	0.5
22	234455	0.3333333333333333
3362	234455	0.16666666666666666
26879	234455	0.5
28126	234474	0.5
26880	234474	0.5
12831	234477	0.25
26081	234477	0.5
28428	234477	0.25
4327	234482	0.5
25874	234482	0.5
10	234483	0.25
25	234483	0.25
26882	234483	0.5
26896	234485	0.5
26884	234485	0.5
1640	234488	0.25
26662	234488	0.75
3	234489	0.5
26887	234489	0.5
12166	234491	0.2
26161	234491	0.6
30646	234491	0.2
22	234494	0.42857142857142855
3292	234494	0.14285714285714285
22253	234494	0.42857142857142855
20159	234498	0.5
26869	234498	0.5
3	234500	0.5
25791	234500	0.5
5184	234510	0.3333333333333333
5539	234510	0.3333333333333333
499	234510	0.3333333333333333
1034	234522	0.5
23673	234522	0.5
1034	234526	0.5
24958	234526	0.5
3384	234531	0.5
26225	234531	0.5
2575	234538	0.5
21100	234538	0.5
1272	234546	0.2727272727272727
5184	234546	0.18181818181818182
26215	234546	0.5454545454545454
1034	234551	0.5
26894	234551	0.5
2647	234572	0.4444444444444444
26898	234572	0.5555555555555556
14216	234575	0.5
26847	234575	0.5
3384	234579	0.5
26278	234579	0.5
1640	234582	0.2857142857142857
25698	234582	0.7142857142857143
5421	234584	0.5
26909	234584	0.3333333333333333
26916	234584	0.16666666666666666
2873	234586	0.3333333333333333
25212	234586	0.6666666666666666
18936	234588	0.5
7726	234588	0.5
17876	234594	0.2857142857142857
26450	234594	0.14285714285714285
26882	234594	0.42857142857142855
28234	234594	0.14285714285714285
26662	234598	0.5
26166	234598	0.5
20159	234600	0.25
26831	234600	0.75
1034	234619	0.3333333333333333
20161	234619	0.3333333333333333
22960	234619	0.3333333333333333
25268	234620	1.0
25268	234625	0.5
25874	234625	0.5
2647	234626	0.14285714285714285
25268	234626	0.2857142857142857
26704	234626	0.5714285714285714
26851	234627	0.4
26906	234627	0.6
17876	234630	0.3333333333333333
26847	234630	0.6666666666666666
3	234632	0.5
875	234632	0.5
29528	234636	0.5
20161	234636	0.5
875	234638	0.6666666666666666
1034	234638	0.3333333333333333
2647	234644	0.2857142857142857
26869	234644	0.7142857142857143
875	234650	0.3333333333333333
26215	234650	0.6666666666666666
905	234659	0.2
26652	234659	0.6
30703	234659	0.2
2647	234663	0.3333333333333333
26847	234663	0.6666666666666666
3	234664	0.5
26910	234664	0.5
1034	234669	0.4444444444444444
26592	234669	0.5555555555555556
23111	234670	0.5
26373	234670	0.5
4898	234689	1.0
21163	234697	0.5
26918	234697	0.5
12166	234705	0.3333333333333333
25698	234705	0.6666666666666666
31792	234707	0.25
36186	234707	0.5
25874	234707	0.25
57	234715	0.42857142857142855
5421	234715	0.5714285714285714
1034	234730	0.5
26923	234730	0.5
57	234733	0.2
26924	234733	0.8
458	234738	0.3333333333333333
26925	234738	0.6666666666666666
173	234745	0.5
26390	234745	0.5
875	234752	0.5
26404	234752	0.5
2647	234756	0.3333333333333333
26928	234756	0.6666666666666666
3675	234757	0.5
26929	234757	0.5
26847	234758	1.0
3384	234766	0.5
26837	234766	0.5
20182	234771	0.8
26662	234771	0.2
4327	234780	0.46153846153846156
26132	234780	0.5384615384615384
5184	234786	0.3333333333333333
26215	234786	0.6666666666666666
17876	234801	0.2857142857142857
26246	234801	0.42857142857142855
26893	234801	0.14285714285714285
26933	234801	0.14285714285714285
1272	234819	0.5
26934	234819	0.5
12166	234821	0.5
26715	234821	0.5
3430	234836	0.16666666666666666
5184	234836	0.16666666666666666
26939	234836	0.5
34817	234836	0.16666666666666666
26773	234844	1.0
17876	234848	0.5
5347	234848	0.5
1034	234852	0.5
26246	234852	0.5
25070	234853	0.5
26246	234853	0.5
1034	234855	0.5
26847	234855	0.5
17876	234874	0.5
24941	234874	0.5
5184	234876	0.3333333333333333
26943	234876	0.6666666666666666
5184	234877	0.3333333333333333
25919	234877	0.3333333333333333
26945	234877	0.3333333333333333
1034	234883	0.25
20159	234883	0.25
24941	234883	0.5
1034	234897	0.5
24464	234897	0.5
4339	234905	0.5
26949	234905	0.5
21662	234909	0.08333333333333333
25874	234909	0.4166666666666667
26916	234909	0.5
21662	234910	0.6
25509	234910	0.4
5184	234911	0.2
20159	234911	0.2
26950	234911	0.6
4215	234917	0.625
5184	234917	0.375
1272	234929	0.2
5184	234929	0.2
17876	234929	0.2
27382	234929	0.2
26867	234929	0.2
5234	234935	0.3333333333333333
29349	234935	0.3333333333333333
20159	234935	0.3333333333333333
17761	234942	0.3333333333333333
22960	234942	0.6666666666666666
3675	234948	0.14285714285714285
26215	234948	0.14285714285714285
26694	234948	0.2857142857142857
26952	234948	0.2857142857142857
29143	234948	0.14285714285714285
26391	234956	0.5
26475	234956	0.5
3675	234958	0.3333333333333333
24127	234958	0.6666666666666666
5464	234961	0.25
21710	234961	0.75
905	234963	0.4
22198	234963	0.4
26954	234963	0.2
57	234982	0.3333333333333333
5184	234982	0.3333333333333333
26958	234982	0.3333333333333333
17876	234984	0.5
26958	234984	0.5
17876	234989	0.5
21540	234989	0.5
17876	234993	0.5
26246	234993	0.5
26916	234995	0.5
26951	234995	0.5
17876	235006	0.5
26601	235006	0.5
57	235009	0.16666666666666666
26601	235009	0.3333333333333333
28163	235009	0.3333333333333333
28434	235009	0.16666666666666666
10	235013	0.6666666666666666
26961	235013	0.3333333333333333
122	235016	0.4
26662	235016	0.6
5464	235020	0.5
26246	235020	0.5
5184	235027	0.16666666666666666
20159	235027	0.16666666666666666
26663	235027	0.3333333333333333
28289	235027	0.16666666666666666
35103	235027	0.16666666666666666
5184	235035	0.25
7736	235035	0.75
27081	235040	0.5
23105	235040	0.5
1108	235049	0.3333333333333333
20767	235049	0.6666666666666666
1108	235050	0.3333333333333333
26871	235050	0.6666666666666666
5184	235053	0.16666666666666666
17876	235053	0.3333333333333333
26966	235053	0.5
21662	235056	0.3333333333333333
26215	235056	0.6666666666666666
5184	235061	0.3333333333333333
21619	235061	0.3333333333333333
25845	235061	0.3333333333333333
9	235063	0.3333333333333333
21460	235063	0.3333333333333333
26704	235063	0.3333333333333333
5184	235079	0.5
26636	235079	0.5
5184	235080	0.5
26968	235080	0.5
24939	235091	0.1111111111111111
26134	235091	0.3333333333333333
26956	235091	0.5555555555555556
113	235092	0.14285714285714285
17876	235092	0.14285714285714285
26386	235092	0.5714285714285714
30964	235092	0.14285714285714285
17876	235099	0.5
26246	235099	0.5
1034	235106	0.3333333333333333
3992	235106	0.3333333333333333
26592	235106	0.16666666666666666
27848	235106	0.16666666666666666
26246	235118	0.5714285714285714
26916	235118	0.42857142857142855
5184	235119	0.5
26968	235119	0.5
20159	235124	0.3333333333333333
26373	235124	0.3333333333333333
26722	235124	0.3333333333333333
2575	235126	0.3333333333333333
23248	235126	0.3333333333333333
25254	235126	0.3333333333333333
3384	235141	0.25
5184	235141	0.25
31386	235141	0.25
26837	235141	0.25
3102	235144	0.4
26977	235144	0.6
9751	235145	1.0
422	235153	0.36363636363636365
1086	235153	0.09090909090909091
22198	235153	0.45454545454545453
22498	235153	0.09090909090909091
3430	235155	0.5
25017	235155	0.5
113	235169	0.3333333333333333
26980	235169	0.6666666666666666
3551	235188	0.25
28873	235188	0.25
30880	235188	0.25
24939	235188	0.25
21710	235192	1.0
5184	235196	0.3333333333333333
26974	235196	0.6666666666666666
5464	235199	0.4
26363	235199	0.2
26982	235199	0.4
113	235201	0.5
20767	235201	0.5
22876	235203	1.0
5464	235208	0.3333333333333333
7096	235208	0.6666666666666666
26663	235211	1.0
28298	235224	0.5
24939	235224	0.5
3384	235228	0.16666666666666666
20955	235228	0.16666666666666666
26592	235228	0.6666666666666666
3992	235233	0.5
26986	235233	0.5
1034	235234	0.5
16861	235234	0.5
2575	235239	0.3333333333333333
4215	235239	0.16666666666666666
23354	235239	0.3333333333333333
28762	235239	0.16666666666666666
1112	235250	0.16666666666666666
26636	235250	0.16666666666666666
26831	235250	0.5
31913	235250	0.16666666666666666
1272	235257	0.3333333333333333
26987	235257	0.6666666666666666
1086	235258	0.5
23067	235258	0.5
25266	235266	0.6666666666666666
26450	235266	0.3333333333333333
458	235273	0.42857142857142855
26490	235273	0.5714285714285714
26306	235279	0.5
25974	235279	0.5
18581	235280	0.375
26831	235280	0.625
23151	235291	1.0
25	235296	0.5714285714285714
26877	235296	0.42857142857142855
21100	235297	0.25
26984	235297	0.5
35174	235297	0.25
18829	235304	0.2
26363	235304	0.2
26373	235304	0.2
26909	235304	0.4
1034	235306	0.4
26215	235306	0.6
5184	235325	0.5
26434	235325	0.5
26363	235332	0.5
26830	235332	0.5
30	235335	0.42857142857142855
26255	235335	0.5714285714285714
5184	235337	0.6666666666666666
25207	235337	0.3333333333333333
875	235339	0.14285714285714285
1108	235339	0.14285714285714285
3102	235339	0.14285714285714285
23714	235339	0.42857142857142855
29349	235339	0.14285714285714285
5184	235355	0.42857142857142855
17876	235355	0.07142857142857142
26994	235355	0.5
25049	235356	0.3333333333333333
26363	235356	0.3333333333333333
26995	235356	0.3333333333333333
5184	235363	0.5
26996	235363	0.5
3	235370	0.16666666666666666
5184	235370	0.16666666666666666
5464	235370	0.3333333333333333
24958	235370	0.3333333333333333
3	235371	0.3333333333333333
25441	235371	0.6666666666666666
5184	235375	0.625
25207	235375	0.375
122	235383	0.5
10216	235383	0.5
5184	235397	0.09090909090909091
20159	235397	0.18181818181818182
23965	235397	0.09090909090909091
26363	235397	0.09090909090909091
26999	235397	0.18181818181818182
27726	235397	0.09090909090909091
28001	235397	0.09090909090909091
28983	235397	0.09090909090909091
35447	235397	0.09090909090909091
422	235404	0.2
5184	235404	0.2
22498	235404	0.2
23215	235404	0.4
1034	235414	0.2
5464	235414	0.2
27001	235414	0.6
26363	235415	0.5
22498	235415	0.5
422	235418	0.45454545454545453
22498	235418	0.18181818181818182
23215	235418	0.09090909090909091
26952	235418	0.18181818181818182
27591	235418	0.09090909090909091
57	235428	1.0
4327	235430	0.3333333333333333
27002	235430	0.6666666666666666
17876	235440	0.14285714285714285
23630	235440	0.42857142857142855
26914	235440	0.3333333333333333
31916	235440	0.047619047619047616
34329	235440	0.047619047619047616
26914	235441	1.0
26916	235451	0.6
26997	235451	0.4
2050	235452	0.16666666666666666
6070	235452	0.16666666666666666
18581	235452	0.16666666666666666
20159	235452	0.16666666666666666
26371	235452	0.3333333333333333
2498	235458	0.2
3102	235458	0.4
26233	235458	0.4
19	235472	0.2857142857142857
26893	235472	0.5714285714285714
33741	235472	0.14285714285714285
5184	235488	0.45454545454545453
23630	235488	0.09090909090909091
26997	235488	0.45454545454545453
21605	235515	1.0
4327	235519	0.4
26871	235519	0.1
26893	235519	0.5
5184	235522	0.5
23415	235522	0.1
27009	235522	0.4
23527	235523	0.3333333333333333
27006	235523	0.6666666666666666
5184	235525	0.2
18581	235525	0.4
26639	235525	0.4
5184	235526	0.5
11466	235526	0.5
28135	235536	0.5
26813	235536	0.5
5184	235538	0.5
26985	235538	0.5
875	235549	0.07142857142857142
27017	235549	0.35714285714285715
28606	235549	0.14285714285714285
28896	235549	0.42857142857142855
122	235563	0.3333333333333333
26953	235563	0.6666666666666666
4327	235572	0.5
26472	235572	0.5
3675	235581	0.18181818181818182
20159	235581	0.18181818181818182
26831	235581	0.6363636363636364
3102	235583	0.3333333333333333
27019	235583	0.6666666666666666
5184	235587	0.3333333333333333
26997	235587	0.6666666666666666
1640	235589	0.2
26662	235589	0.8
26893	235590	0.42857142857142855
27020	235590	0.5714285714285714
57	235596	0.25
20159	235596	0.25
26601	235596	0.5
26924	235600	0.5
26246	235600	0.5
20159	235602	0.16666666666666666
26924	235602	0.3333333333333333
27023	235602	0.5
24517	235620	0.14285714285714285
25360	235620	0.14285714285714285
27147	235620	0.14285714285714285
27410	235620	0.14285714285714285
28532	235620	0.14285714285714285
29215	235620	0.14285714285714285
25315	235620	0.14285714285714285
25962	235626	0.07692307692307693
26744	235626	0.46153846153846156
31171	235626	0.23076923076923078
32129	235626	0.23076923076923078
5464	235629	0.5
22082	235629	0.5
20914	235632	0.3333333333333333
27022	235632	0.6666666666666666
2575	235635	0.2727272727272727
5184	235635	0.18181818181818182
20725	235635	0.5454545454545454
57	235636	0.3333333333333333
26847	235636	0.6666666666666666
30584	235638	0.5
27014	235638	0.5
26450	235639	0.25
31815	235639	0.5
26893	235639	0.25
23111	235642	0.75
26976	235642	0.25
458	235659	0.5
26953	235659	0.5
21851	235667	0.5
26722	235667	0.5
5184	235668	0.5
27030	235668	0.5
26928	235681	0.6666666666666666
27226	235681	0.3333333333333333
25950	235683	0.5
25296	235683	0.5
57	235689	0.3333333333333333
18471	235689	0.6666666666666666
9801	235690	0.5
20144	235690	0.25
27033	235690	0.25
2193	235695	0.125
4327	235695	0.5
26663	235695	0.375
25	235705	0.5
26837	235705	0.5
1034	235724	0.3333333333333333
4327	235724	0.1111111111111111
5184	235724	0.1111111111111111
27037	235724	0.4444444444444444
6070	235728	0.3333333333333333
26246	235728	0.6666666666666666
26493	235740	0.5
26985	235740	0.5
22361	235747	1.0
26909	235748	0.3333333333333333
26953	235748	0.6666666666666666
21163	235750	0.3333333333333333
27038	235750	0.6666666666666666
304	235753	0.3333333333333333
26882	235753	0.6666666666666666
9801	235756	0.2857142857142857
26256	235756	0.42857142857142855
26592	235756	0.2857142857142857
26916	235760	0.5
26953	235760	0.5
5184	235762	0.42857142857142855
27014	235762	0.5714285714285714
9801	235766	0.5
25296	235766	0.5
1640	235767	0.2727272727272727
4327	235767	0.18181818181818182
9801	235767	0.09090909090909091
22155	235767	0.45454545454545453
22361	235774	1.0
2873	235777	0.1
5184	235777	0.2
26663	235777	0.1
27039	235777	0.5
30015	235777	0.1
21005	235781	0.5
26882	235781	0.5
1272	235786	0.5
26317	235786	0.5
5184	235793	0.5
26533	235793	0.5
5464	235804	0.3333333333333333
26634	235804	0.6666666666666666
2575	235807	0.42857142857142855
27040	235807	0.5714285714285714
2575	235810	0.5
27040	235810	0.5
5184	235811	0.3333333333333333
27041	235811	0.6666666666666666
1272	235820	0.5
25674	235820	0.5
20914	235825	0.25
26517	235825	0.75
20914	235828	0.5
27033	235828	0.5
304	235830	0.5
26709	235830	0.5
27044	235846	0.6666666666666666
27051	235846	0.3333333333333333
1034	235847	0.5
27042	235847	0.5
26847	235849	1.0
4327	235851	0.5
25790	235851	0.5
3430	235855	0.3333333333333333
5184	235855	0.3333333333333333
25674	235855	0.3333333333333333
3102	235858	0.4
27045	235858	0.6
1034	235863	0.5
24958	235863	0.5
26909	235869	0.25
28126	235869	0.25
31473	235869	0.25
26966	235869	0.25
22174	235870	1.0
3712	235877	0.42857142857142855
5184	235877	0.5714285714285714
26714	235891	0.1
26847	235891	0.5
26988	235891	0.3
32650	235891	0.1
5184	235898	0.25
15266	235898	0.75
5184	235909	0.75
27053	235909	0.25
2050	235926	0.3333333333333333
18581	235926	0.16666666666666666
21288	235926	0.5
5184	235929	0.3333333333333333
22552	235929	0.5
30451	235929	0.16666666666666666
28126	235944	0.5
26880	235944	0.5
1034	235946	0.25
26823	235946	0.75
1034	235952	0.3333333333333333
26363	235952	0.3333333333333333
27057	235952	0.3333333333333333
875	235961	0.4
26363	235961	0.4
4738	235961	0.2
3384	235964	0.5
27059	235964	0.5
4809	235971	0.16666666666666666
5184	235971	0.16666666666666666
29087	235971	0.5
26850	235971	0.16666666666666666
1108	235973	0.5
27061	235973	0.5
22477	235975	0.5
7096	235975	0.5
1034	235979	0.2857142857142857
5184	235979	0.2857142857142857
26871	235979	0.42857142857142855
26985	235984	1.0
113	235985	0.3333333333333333
2870	235985	0.16666666666666666
4085	235985	0.5
4889	235986	0.5
26601	235986	0.5
26976	235990	0.5
27063	235990	0.5
25	235992	0.2
3102	235992	0.2
5184	235992	0.2
27019	235992	0.4
113	236001	0.5
27064	236001	0.5
568	236002	0.3333333333333333
1959	236002	0.6666666666666666
113	236004	0.4
13181	236004	0.6
5184	236012	0.3333333333333333
27067	236012	0.6666666666666666
57	236048	0.5
26847	236048	0.5
2700	236051	0.3333333333333333
25723	236051	0.6666666666666666
20914	236052	0.5
26225	236052	0.5
1034	236062	0.6666666666666666
26823	236062	0.3333333333333333
31584	236070	0.5
27071	236070	0.5
356	236073	0.3333333333333333
27072	236073	0.6666666666666666
25677	236084	0.5
27075	236084	0.5
1034	236088	0.5
28742	236088	0.25
27076	236088	0.25
5184	236093	0.5
27044	236093	0.5
1034	236096	0.5
27077	236096	0.5
5184	236101	0.3333333333333333
25138	236101	0.6666666666666666
27211	236103	0.5
26774	236103	0.5
26723	236106	0.5
25274	236106	0.5
18581	236110	0.5
27064	236110	0.5
30	236114	0.6666666666666666
20914	236114	0.3333333333333333
1034	236115	0.3333333333333333
26847	236115	0.6666666666666666
25	236116	0.2857142857142857
5184	236116	0.2857142857142857
20256	236116	0.42857142857142855
25464	236117	0.5
26723	236117	0.5
30880	236118	0.5
25464	236118	0.5
27787	236121	0.3333333333333333
31477	236121	0.3333333333333333
27073	236121	0.3333333333333333
5184	236122	0.09090909090909091
21475	236122	0.09090909090909091
22477	236122	0.36363636363636365
26602	236122	0.36363636363636365
28762	236122	0.09090909090909091
1108	236129	0.16666666666666666
26723	236129	0.16666666666666666
27072	236129	0.5
27751	236129	0.16666666666666666
26909	236135	0.5
26916	236135	0.5
4094	236140	0.3333333333333333
20679	236140	0.6666666666666666
26831	236141	0.4
27079	236141	0.6
21005	236147	0.25
26246	236147	0.75
5184	236149	0.3333333333333333
25207	236149	0.3333333333333333
25555	236149	0.3333333333333333
5184	236154	0.5555555555555556
27081	236154	0.3333333333333333
28478	236154	0.1111111111111111
22	236155	0.25
27706	236155	0.25
30400	236155	0.25
27082	236155	0.25
21163	236157	0.25
25207	236157	0.75
3384	236161	0.3333333333333333
21005	236161	0.2222222222222222
23485	236161	0.4444444444444444
25	236164	0.16666666666666666
25049	236164	0.16666666666666666
26831	236164	0.6666666666666666
19	236168	0.3333333333333333
21851	236168	0.1111111111111111
27084	236168	0.5555555555555556
21163	236170	0.1
23323	236170	0.3
26721	236170	0.5
26924	236170	0.1
22477	236171	0.3333333333333333
31203	236171	0.3333333333333333
18471	236171	0.3333333333333333
25	236175	0.5
5506	236175	0.5
11796	236176	0.2
23323	236176	0.4
27133	236176	0.2
27593	236176	0.2
21460	236187	0.6
27094	236187	0.4
875	236192	0.3333333333333333
28415	236192	0.3333333333333333
25419	236192	0.3333333333333333
1272	236197	0.09090909090909091
5184	236197	0.36363636363636365
27087	236197	0.5454545454545454
1034	236207	0.5
18936	236207	0.5
5184	236213	0.6666666666666666
26995	236213	0.3333333333333333
12786	236222	0.4444444444444444
25555	236222	0.5555555555555556
356	236223	0.2857142857142857
1034	236223	0.2857142857142857
1165	236223	0.42857142857142855
27276	236227	0.5
12786	236227	0.5
1034	236229	0.5
26952	236229	0.5
5184	236231	0.42857142857142855
26363	236231	0.5714285714285714
356	236232	0.3333333333333333
26871	236232	0.08333333333333333
27086	236232	0.5833333333333334
26373	236239	0.4
27088	236239	0.4
28049	236239	0.2
1034	236242	0.4
26871	236242	0.6
1034	236249	0.5
1576	236249	0.5
25699	236255	0.2
26768	236255	0.6
26924	236255	0.2
25561	236266	0.5
26823	236266	0.5
13601	236271	0.2857142857142857
26847	236271	0.7142857142857143
26721	236278	0.5
26924	236278	0.5
6661	236279	0.3333333333333333
27092	236279	0.6666666666666666
113	236289	0.125
1272	236289	0.375
26246	236289	0.5
356	236305	0.3333333333333333
21851	236305	0.3333333333333333
26246	236305	0.3333333333333333
26921	236321	0.3333333333333333
27094	236321	0.6666666666666666
113	236324	0.4
27003	236324	0.6
1272	236326	0.4
5011	236326	0.6
20914	236331	0.3333333333333333
27022	236331	0.6666666666666666
25908	236332	1.0
25790	236335	1.0
356	236343	0.5
12786	236343	0.1
25555	236343	0.4
356	236351	0.3333333333333333
27201	236351	0.3333333333333333
26246	236351	0.3333333333333333
356	236357	0.4
27087	236357	0.6
25698	236369	0.625
26363	236369	0.375
578	236370	0.3333333333333333
27065	236370	0.6666666666666666
26723	236372	0.5
27098	236372	0.5
5184	236373	0.5
25757	236373	0.5
26602	236378	1.0
26847	236380	0.5
26977	236380	0.5
21005	236386	0.4
27099	236386	0.6
26953	236388	0.75
26976	236388	0.25
3	236390	0.25
10	236390	0.25
27100	236390	0.5
5464	236391	0.5
25827	236391	0.5
5184	236392	0.5714285714285714
26871	236392	0.42857142857142855
5184	236400	0.25
27101	236400	0.75
3384	236403	0.4166666666666667
20955	236403	0.5833333333333334
3	236406	0.3333333333333333
5184	236406	0.3333333333333333
875	236406	0.3333333333333333
25299	236420	0.3333333333333333
27276	236420	0.3333333333333333
12786	236420	0.3333333333333333
113	236422	0.3333333333333333
20914	236422	0.08333333333333333
26961	236422	0.5833333333333334
422	236426	0.2727272727272727
27062	236426	0.5454545454545454
27117	236426	0.18181818181818182
30	236432	0.6
1034	236432	0.4
25	236435	0.4
