uid,score_t
user_122,155.1134701615137
user_19,127.90358724300617
user_14,101.33619215037024
user_1112,80.33783290545765
user_107,79.14073898383481
user_5132,73.12295529988171
user_21851,70.2476537519101
user_2828,64.78204224267131
user_57,61.59971045554519
user_1210,61.27664435680157
user_4967,58.585799734431006
user_189,52.263454342940854
user_1034,52.186387120866186
user_84,48.13965860443813
user_26601,43.756498959588306
user_6861,43.600880882205765
user_16861,43.50406837988987
user_2268,40.46892603387773
user_26871,38.1381608389459
user_939,36.76274844745041
user_1505,33.73933986688407
user_3,31.169467615668502
user_21074,30.280181247490702
user_1806,29.579167529901937
user_849,28.338262014236633
user_3741,26.46905854685017
user_1637,25.707481972127514
user_635,25.191639206063066
user_2647,24.574670924440984
user_26450,24.428438761819507
user_422,24.190276719663768
user_49,23.921955855948482
user_3632,23.665760725762784
user_20955,23.174372623090782
user_20159,22.16670095445725
user_2,21.838014558131306
user_131,21.715918500542678
user_299,21.47274143874283
user_961,20.833897785748
user_5295,20.79405237081199
user_359,19.992261230436903
user_20863,19.14005913840846
user_139,19.112305302216534
user_1522,18.306217665458043
user_21,18.09020557838237
user_22477,18.06465791603745
user_18471,17.489302986696618
user_428,17.117198978184337
user_18936,16.674437262365434
user_12166,16.262130592139467
user_8,16.113366717954875
user_7006,16.1085947625465
user_30880,15.073856507314284
user_10216,14.899004198191824
user_6427,14.897358675287991
user_9801,14.284027981556342
user_606,14.218371271293318
user_791,14.098934527411192
user_26785,13.840386002478509
user_5307,13.258250923400901
user_295,13.12063971476199
user_293,13.08263345803889
user_2014,13.06040899043212
user_1108,12.92265122492055
user_1986,12.87527638571921
user_25,12.662774216816086
user_20291,12.39932072568811
user_26831,12.244889797040102
user_305,12.01147177297404
user_58,11.977476830550572
user_7761,11.661538893370416
user_9486,11.656100186909887
user_671,11.58542318286302
user_11311,11.491821543839604
user_1640,11.320258903610473
user_8561,11.300658064181016
user_4009,11.278392511183773
user_15001,11.278392511183773
user_18901,11.072308801982805
user_24982,11.070103322047324
user_2254,11.046829935195069
user_26893,11.045919815369553
user_19628,10.790183107483294
user_3058,10.648782886806565
user_1481,10.625152141301626
user_125,10.573299450561551
user_875,10.568559865415793
user_10201,10.471507546888361
user_1081,10.210804051523024
user_27161,10.121237323014697
user_25620,9.816450062719367
user_3384,9.779645563362951
user_34329,9.597175543996002
user_25135,9.488659990326278
user_16871,9.395354746502571
user_26592,9.380765847867735
user_26723,9.380660513118517
user_5689,9.353660643816577
user_26097,8.948093906028902
user_18863,8.801861743407425
user_829,8.784083006166018
user_28921,8.750653102189789
user_5454,8.729567191100175
user_26602,8.726284618205584
user_830,8.687395368920948
user_4846,8.684151382599469
user_24985,8.64522354674172
user_2526,8.557635916061786
user_888,8.397890654575184
user_12141,8.223505324949441
user_20607,8.223505324949441
user_31478,8.223505324949441
user_3287,8.199407140847024
user_1696,8.112174776546377
user_146,7.9775030289039455
user_4960,7.938074548711746
user_28584,7.886130747515617
user_28978,7.880106201490013
user_26292,7.875998556472557
user_20914,7.843958925336389
user_69,7.749072325433127
user_4889,7.536928253657142
user_10746,7.536928253657142
user_23527,7.450994218666311
user_18779,7.340763376145056
user_4959,7.225979531094627
user_79,7.22568988945878
user_21067,7.211381592647971
user_23017,7.1308717503058086
user_26024,7.130050221302318
user_27558,7.116494992744709
user_1086,7.108782089300599
user_5329,7.108782089300599
user_12831,7.0965887130447225
user_25634,7.021608392841446
user_35174,7.0005224817518314
user_20767,6.958350659572604
user_1272,6.947807704027797
user_333,6.913166564380574
user_356,6.827453705016299
user_13601,6.804998578920865
user_2193,6.800206326400499
user_4141,6.796492921876403
user_144,6.744247562354985
user_19913,6.705319726497236
user_20622,6.696614670898664
user_28779,6.6149515361131765
user_265,6.5968778980363645
user_2783,6.581237249700663
user_26953,6.547562450671603
