,A,A-q,B,B-q,C,C-q,D,D-q
16055,1.0,188048,0.0,188048,0.0,188048,4.0,188048
16056,100.0,45072,100.0,45072,4.0,45072,18.0,45072
16057,0.0,234531,2.0,234531,0.0,234531,1.0,234531
16058,4.0,173515,57.0,173515,10.0,173515,100.0,173515
16059,100.0,48640,100.0,48640,3.0,48640,88.0,48640
16060,4.0,267153,1.0,267153,4.0,267153,9.0,267153
16061,0.0,131766,4.0,131766,1.0,131766,65.0,131766
16062,0.0,276312,0.0,276312,0.0,276312,0.0,276312
16063,0.0,285290,0.0,285290,0.0,285290,0.0,285290
16064,6.0,139706,14.0,139706,4.0,139706,1.0,139706
16065,100.0,48210,100.0,48210,100.0,48210,100.0,48210
16066,11.0,205796,15.0,205796,2.0,205796,15.0,205796
16067,14.0,34561,10.0,34561,19.0,34561,30.0,34561
16068,14.0,31299,22.0,31299,7.0,31299,22.0,31299
16069,2.0,200594,38.0,200594,10.0,200594,100.0,200594
16070,100.0,51898,100.0,51898,100.0,51898,100.0,51898
16071,20.0,28542,17.0,28542,19.0,28542,30.0,28542
16072,12.0,245022,9.0,245022,3.0,245022,35.0,245022
16073,21.0,129706,100.0,129706,7.0,129706,100.0,129706
16074,16.0,50620,100.0,50620,1.0,50620,2.0,50620
16075,2.0,257766,23.0,257766,3.0,257766,43.0,257766
16076,100.0,98221,25.0,98221,15.0,98221,40.0,98221
16077,15.0,46824,100.0,46824,45.0,46824,100.0,46824
16078,100.0,223974,100.0,223974,18.0,223974,50.0,223974
16079,2.0,156821,10.0,156821,2.0,156821,15.0,156821
16080,1.0,178973,9.0,178973,1.0,178973,1.0,178973
16081,100.0,262078,0.0,262078,0.0,262078,0.0,262078
16082,14.0,9425,63.0,9425,31.0,9425,100.0,9425
16083,38.0,196390,100.0,196390,61.0,196390,100.0,196390
16084,1.0,203838,10.0,203838,1.0,203838,8.0,203838
16085,18.0,261204,37.0,261204,6.0,261204,12.0,261204
16086,13.0,281050,14.0,281050,24.0,281050,75.0,281050
16087,22.0,214304,25.0,214304,27.0,214304,25.0,214304
16088,100.0,10747,1.0,10747,2.0,10747,3.0,10747
16089,1.0,12280,100.0,12280,11.0,12280,66.0,12280
16090,100.0,62478,7.0,62478,1.0,62478,3.0,62478
16091,75.0,237034,100.0,237034,28.0,237034,83.0,237034
16092,100.0,247336,1.0,247336,1.0,247336,1.0,247336
16093,35.0,190244,5.0,190244,9.0,190244,7.0,190244
16094,13.0,29979,15.0,29979,8.0,29979,28.0,29979
16095,0.0,246931,0.0,246931,0.0,246931,3.0,246931
16096,100.0,270550,0.0,270550,6.0,270550,0.0,270550
16097,6.0,49397,4.0,49397,6.0,49397,8.0,49397
16098,100.0,9833,5.0,9833,0.0,9833,2.0,9833
16099,100.0,199989,5.0,199989,0.0,199989,2.0,199989
16100,16.0,10602,44.0,10602,5.0,10602,28.0,10602
16101,100.0,247273,0.0,247273,0.0,247273,0.0,247273
16102,43.0,226760,48.0,226760,10.0,226760,96.0,226760
16103,6.0,65352,0.0,65352,1.0,65352,2.0,65352
16104,11.0,246032,49.0,246032,26.0,246032,100.0,246032
16105,22.0,233132,17.0,233132,7.0,233132,9.0,233132
16106,100.0,173329,5.0,173329,3.0,173329,1.0,173329
16107,0.0,252421,21.0,252421,0.0,252421,100.0,252421
16108,42.0,29095,100.0,29095,6.0,29095,22.0,29095
16109,4.0,46961,35.0,46961,8.0,46961,14.0,46961
16110,7.0,199120,42.0,199120,9.0,199120,100.0,199120
16111,0.0,11443,0.0,11443,0.0,11443,12.0,11443
16112,1.0,101446,2.0,101446,3.0,101446,71.0,101446
16113,0.0,45530,15.0,45530,0.0,45530,100.0,45530
16114,1.0,73951,7.0,73951,4.0,73951,18.0,73951
16115,53.0,262613,100.0,262613,5.0,262613,73.0,262613
16116,12.0,83206,10.0,83206,12.0,83206,10.0,83206
16117,100.0,294593,100.0,294593,100.0,294593,100.0,294593
16118,100.0,41820,100.0,41820,9.0,41820,44.0,41820
16119,64.0,212141,100.0,212141,86.0,212141,100.0,212141
16120,100.0,258702,2.0,258702,24.0,258702,14.0,258702
16121,2.0,38903,3.0,38903,4.0,38903,7.0,38903
16122,6.0,241870,2.0,241870,14.0,241870,7.0,241870
16123,6.0,290180,100.0,290180,15.0,290180,100.0,290180
16124,0.0,12541,100.0,12541,0.0,12541,100.0,12541
16125,100.0,175183,100.0,175183,74.0,175183,84.0,175183
16126,78.0,10086,100.0,10086,100.0,10086,100.0,10086
16127,44.0,107746,100.0,107746,43.0,107746,84.0,107746
16128,4.0,277041,2.0,277041,3.0,277041,7.0,277041
16129,97.0,12111,30.0,12111,26.0,12111,47.0,12111
16130,10.0,39241,11.0,39241,7.0,39241,11.0,39241
16131,100.0,175029,19.0,175029,2.0,175029,36.0,175029
16132,100.0,41573,100.0,41573,100.0,41573,85.0,41573
16133,100.0,264378,0.0,264378,0.0,264378,0.0,264378
16134,100.0,200193,3.0,200193,1.0,200193,1.0,200193
16135,14.0,213245,18.0,213245,0.0,213245,2.0,213245
16136,1.0,73117,1.0,73117,2.0,73117,21.0,73117
16137,100.0,240627,2.0,240627,3.0,240627,1.0,240627
16138,1.0,58247,1.0,58247,1.0,58247,1.0,58247
16139,3.0,44264,2.0,44264,1.0,44264,5.0,44264
16140,100.0,12404,100.0,12404,6.0,12404,20.0,12404
16141,23.0,10439,19.0,10439,16.0,10439,13.0,10439
16142,2.0,67504,10.0,67504,2.0,67504,22.0,67504
16143,100.0,65493,100.0,65493,6.0,65493,3.0,65493
16144,0.0,211628,73.0,211628,6.0,211628,100.0,211628
16145,97.0,10593,18.0,10593,28.0,10593,15.0,10593
16146,100.0,12054,100.0,12054,37.0,12054,93.0,12054
16147,100.0,33709,100.0,33709,70.0,33709,24.0,33709
16148,0.0,29754,0.0,29754,0.0,29754,6.0,29754
16149,1.0,225727,1.0,225727,2.0,225727,1.0,225727
16150,94.0,185292,100.0,185292,0.0,185292,10.0,185292
16151,100.0,11228,100.0,11228,100.0,11228,83.0,11228
16152,100.0,64328,100.0,64328,0.0,64328,1.0,64328
16153,6.0,35327,3.0,35327,6.0,35327,16.0,35327
16154,19.0,54634,100.0,54634,2.0,54634,26.0,54634
16155,82.0,144631,100.0,144631,16.0,144631,61.0,144631
16156,1.0,12957,7.0,12957,0.0,12957,29.0,12957
16157,19.0,59006,16.0,59006,10.0,59006,30.0,59006
16158,1.0,282152,3.0,282152,0.0,282152,5.0,282152
16159,1.0,51436,1.0,51436,2.0,51436,4.0,51436
16160,100.0,67787,100.0,67787,22.0,67787,74.0,67787
16161,100.0,259685,100.0,259685,3.0,259685,36.0,259685
16162,100.0,88276,100.0,88276,2.0,88276,5.0,88276
16163,100.0,219561,81.0,219561,9.0,219561,8.0,219561
16164,8.0,223889,100.0,223889,34.0,223889,100.0,223889
16165,4.0,9188,12.0,9188,8.0,9188,18.0,9188
16166,6.0,280246,2.0,280246,2.0,280246,1.0,280246
16167,100.0,98626,100.0,98626,13.0,98626,100.0,98626
16168,1.0,194600,20.0,194600,3.0,194600,33.0,194600
16169,100.0,242860,1.0,242860,1.0,242860,1.0,242860
16170,3.0,239587,8.0,239587,12.0,239587,100.0,239587
16171,7.0,287429,6.0,287429,8.0,287429,9.0,287429
16172,97.0,53688,47.0,53688,15.0,53688,45.0,53688
16173,56.0,127466,100.0,127466,74.0,127466,100.0,127466
16174,45.0,194250,100.0,194250,6.0,194250,100.0,194250
16175,100.0,53372,100.0,53372,0.0,53372,4.0,53372
16176,18.0,236222,9.0,236222,10.0,236222,28.0,236222
16177,3.0,268072,4.0,268072,3.0,268072,10.0,268072
16178,1.0,53667,2.0,53667,1.0,53667,3.0,53667
16179,21.0,52975,21.0,52975,10.0,52975,38.0,52975
16180,3.0,9537,41.0,9537,3.0,9537,73.0,9537
16181,2.0,220319,74.0,220319,3.0,220319,43.0,220319
16182,19.0,47274,7.0,47274,1.0,47274,7.0,47274
16183,100.0,187493,100.0,187493,100.0,187493,19.0,187493
16184,0.0,239138,100.0,239138,3.0,239138,100.0,239138
16185,0.0,217590,100.0,217590,1.0,217590,100.0,217590
16186,100.0,272869,0.0,272869,0.0,272869,0.0,272869
16187,100.0,105901,100.0,105901,68.0,105901,100.0,105901
16188,12.0,93986,50.0,93986,25.0,93986,41.0,93986
16189,2.0,205954,100.0,205954,5.0,205954,100.0,205954
16190,12.0,66179,100.0,66179,13.0,66179,100.0,66179
16191,0.0,174141,0.0,174141,0.0,174141,2.0,174141
16192,0.0,287096,0.0,287096,0.0,287096,0.0,287096
16193,7.0,229991,100.0,229991,25.0,229991,64.0,229991
16194,21.0,54008,45.0,54008,7.0,54008,26.0,54008
16195,23.0,37526,36.0,37526,40.0,37526,100.0,37526
16196,2.0,264817,1.0,264817,4.0,264817,1.0,264817
16197,100.0,266083,2.0,266083,2.0,266083,1.0,266083
16198,13.0,260854,13.0,260854,4.0,260854,5.0,260854
16199,1.0,262869,2.0,262869,2.0,262869,2.0,262869
16200,2.0,199874,3.0,199874,1.0,199874,1.0,199874
16201,100.0,227825,3.0,227825,0.0,227825,0.0,227825
16202,71.0,256065,26.0,256065,6.0,256065,36.0,256065
16203,31.0,9864,76.0,9864,14.0,9864,99.0,9864
16204,7.0,242476,100.0,242476,1.0,242476,43.0,242476
16205,2.0,11947,6.0,11947,3.0,11947,22.0,11947
16206,46.0,39538,100.0,39538,16.0,39538,95.0,39538
16207,25.0,12392,73.0,12392,9.0,12392,17.0,12392
16208,100.0,258978,7.0,258978,1.0,258978,8.0,258978
16209,3.0,193829,54.0,193829,2.0,193829,52.0,193829
16210,16.0,219424,1.0,219424,3.0,219424,1.0,219424
16211,16.0,28446,1.0,28446,7.0,28446,2.0,28446
16212,33.0,251535,100.0,251535,38.0,251535,46.0,251535
16213,100.0,50374,100.0,50374,100.0,50374,100.0,50374
16214,15.0,32948,6.0,32948,27.0,32948,63.0,32948
16215,10.0,140371,9.0,140371,8.0,140371,18.0,140371
16216,7.0,238046,100.0,238046,12.0,238046,100.0,238046
16217,64.0,226058,38.0,226058,16.0,226058,41.0,226058
16218,1.0,224065,20.0,224065,0.0,224065,14.0,224065
16219,100.0,114486,0.0,114486,1.0,114486,1.0,114486
16220,1.0,63947,11.0,63947,5.0,63947,28.0,63947
16221,0.0,284585,0.0,284585,0.0,284585,0.0,284585
16222,100.0,110996,100.0,110996,3.0,110996,27.0,110996
16223,0.0,273444,0.0,273444,0.0,273444,0.0,273444
16224,100.0,106511,100.0,106511,100.0,106511,100.0,106511
16225,0.0,201281,2.0,201281,0.0,201281,4.0,201281
16226,17.0,35274,100.0,35274,9.0,35274,100.0,35274
16227,100.0,57848,100.0,57848,18.0,57848,42.0,57848
16228,100.0,203746,100.0,203746,100.0,203746,100.0,203746
16229,100.0,10839,100.0,10839,6.0,10839,13.0,10839
16230,8.0,180069,31.0,180069,19.0,180069,56.0,180069
16231,100.0,106141,100.0,106141,20.0,106141,100.0,106141
16232,20.0,28915,9.0,28915,8.0,28915,2.0,28915
16233,14.0,125621,1.0,125621,0.0,125621,2.0,125621
16234,15.0,204129,100.0,204129,41.0,204129,67.0,204129
16235,100.0,61583,100.0,61583,100.0,61583,100.0,61583
16236,3.0,203316,5.0,203316,1.0,203316,5.0,203316
16237,0.0,66246,7.0,66246,1.0,66246,41.0,66246
16238,1.0,12941,23.0,12941,1.0,12941,20.0,12941
16239,100.0,225361,100.0,225361,64.0,225361,69.0,225361
16240,0.0,241020,2.0,241020,0.0,241020,2.0,241020
16241,4.0,40661,2.0,40661,5.0,40661,16.0,40661
16242,13.0,61995,89.0,61995,20.0,61995,78.0,61995
16243,72.0,283755,100.0,283755,73.0,283755,100.0,283755
16244,100.0,149916,100.0,149916,2.0,149916,100.0,149916
16245,7.0,50661,7.0,50661,7.0,50661,18.0,50661
16246,19.0,12412,49.0,12412,9.0,12412,39.0,12412
16247,1.0,38850,19.0,38850,5.0,38850,100.0,38850
16248,1.0,138156,1.0,138156,1.0,138156,1.0,138156
16249,1.0,286107,1.0,286107,1.0,286107,3.0,286107
16250,7.0,181947,57.0,181947,2.0,181947,12.0,181947
16251,0.0,48482,0.0,48482,0.0,48482,0.0,48482
16252,3.0,63228,2.0,63228,0.0,63228,7.0,63228
16253,100.0,87896,0.0,87896,1.0,87896,2.0,87896
16254,100.0,227425,71.0,227425,100.0,227425,100.0,227425
16255,3.0,70054,1.0,70054,2.0,70054,6.0,70054
16256,18.0,293186,2.0,293186,5.0,293186,7.0,293186
16257,3.0,201517,2.0,201517,1.0,201517,2.0,201517
16258,2.0,193429,1.0,193429,1.0,193429,1.0,193429
16259,19.0,283885,100.0,283885,37.0,283885,92.0,283885
16260,3.0,225048,5.0,225048,6.0,225048,8.0,225048
16261,7.0,11814,21.0,11814,4.0,11814,4.0,11814
16262,0.0,64914,0.0,64914,0.0,64914,5.0,64914
16263,0.0,207093,0.0,207093,0.0,207093,0.0,207093
16264,5.0,224209,4.0,224209,14.0,224209,43.0,224209
16265,84.0,91411,100.0,91411,8.0,91411,2.0,91411
16266,100.0,260907,100.0,260907,17.0,260907,100.0,260907
16267,22.0,219127,30.0,219127,7.0,219127,17.0,219127
16268,11.0,207139,88.0,207139,37.0,207139,100.0,207139
16269,3.0,170051,0.0,170051,3.0,170051,1.0,170051
16270,5.0,272039,5.0,272039,0.0,272039,4.0,272039
16271,2.0,239968,1.0,239968,1.0,239968,1.0,239968
16272,100.0,211517,5.0,211517,0.0,211517,9.0,211517
16273,2.0,247377,4.0,247377,9.0,247377,32.0,247377
16274,0.0,232762,1.0,232762,1.0,232762,1.0,232762
16275,100.0,198320,76.0,198320,6.0,198320,13.0,198320
16276,100.0,200613,45.0,200613,66.0,200613,28.0,200613
16277,27.0,58197,27.0,58197,27.0,58197,27.0,58197
16278,100.0,242030,100.0,242030,18.0,242030,100.0,242030
16279,100.0,10213,18.0,10213,3.0,10213,27.0,10213
16280,100.0,219598,100.0,219598,100.0,219598,100.0,219598
16281,0.0,11052,0.0,11052,0.0,11052,11.0,11052
16282,8.0,243271,22.0,243271,6.0,243271,38.0,243271
16283,15.0,205942,46.0,205942,8.0,205942,41.0,205942
16284,100.0,47798,100.0,47798,100.0,47798,100.0,47798
16285,0.0,133576,0.0,133576,0.0,133576,3.0,133576
16286,2.0,222332,100.0,222332,4.0,222332,100.0,222332
16287,0.0,32362,2.0,32362,0.0,32362,10.0,32362
16288,9.0,56189,100.0,56189,26.0,56189,92.0,56189
16289,1.0,241132,1.0,241132,1.0,241132,1.0,241132
16290,3.0,215295,21.0,215295,6.0,215295,51.0,215295
16291,100.0,194587,3.0,194587,2.0,194587,18.0,194587
16292,2.0,125676,2.0,125676,2.0,125676,7.0,125676
16293,19.0,251831,79.0,251831,53.0,251831,100.0,251831
16294,7.0,277903,8.0,277903,3.0,277903,13.0,277903
16295,0.0,193612,0.0,193612,0.0,193612,4.0,193612
16296,100.0,263043,100.0,263043,25.0,263043,13.0,263043
16297,100.0,238011,100.0,238011,5.0,238011,20.0,238011
16298,2.0,62602,12.0,62602,11.0,62602,62.0,62602
16299,7.0,49552,5.0,49552,8.0,49552,23.0,49552
16300,2.0,140326,3.0,140326,0.0,140326,1.0,140326
16301,5.0,281380,9.0,281380,7.0,281380,9.0,281380
16302,100.0,65082,100.0,65082,100.0,65082,100.0,65082
16303,2.0,254275,11.0,254275,4.0,254275,9.0,254275
16304,0.0,197714,6.0,197714,0.0,197714,41.0,197714
16305,9.0,213654,100.0,213654,2.0,213654,59.0,213654
16306,100.0,145061,100.0,145061,64.0,145061,43.0,145061
16307,100.0,229315,100.0,229315,100.0,229315,100.0,229315
16308,100.0,226849,15.0,226849,65.0,226849,2.0,226849
16309,4.0,11793,93.0,11793,12.0,11793,100.0,11793
16310,100.0,56218,6.0,56218,0.0,56218,3.0,56218
16311,65.0,192845,100.0,192845,33.0,192845,61.0,192845
16312,0.0,231725,5.0,231725,0.0,231725,11.0,231725
16313,0.0,193757,0.0,193757,0.0,193757,1.0,193757
16314,2.0,48656,3.0,48656,3.0,48656,3.0,48656
16315,100.0,63506,100.0,63506,14.0,63506,25.0,63506
16316,4.0,201669,0.0,201669,2.0,201669,0.0,201669
16317,25.0,12916,45.0,12916,7.0,12916,28.0,12916
16318,100.0,103601,100.0,103601,37.0,103601,70.0,103601
16319,0.0,198398,2.0,198398,0.0,198398,6.0,198398
16320,0.0,56998,2.0,56998,1.0,56998,3.0,56998
16321,3.0,28387,1.0,28387,2.0,28387,9.0,28387
16322,3.0,52172,8.0,52172,0.0,52172,42.0,52172
16323,3.0,60453,3.0,60453,3.0,60453,2.0,60453
16324,100.0,10751,100.0,10751,3.0,10751,17.0,10751
16325,4.0,174946,3.0,174946,1.0,174946,3.0,174946
16326,21.0,285005,29.0,285005,14.0,285005,36.0,285005
16327,1.0,188398,1.0,188398,1.0,188398,1.0,188398
16328,0.0,172938,0.0,172938,0.0,172938,0.0,172938
16329,0.0,196386,2.0,196386,1.0,196386,1.0,196386
16330,16.0,37072,1.0,37072,6.0,37072,3.0,37072
16331,0.0,203087,3.0,203087,1.0,203087,30.0,203087
16332,7.0,246531,6.0,246531,5.0,246531,7.0,246531
16333,39.0,64410,100.0,64410,85.0,64410,100.0,64410
16334,100.0,206285,100.0,206285,82.0,206285,69.0,206285
16335,100.0,168436,11.0,168436,10.0,168436,25.0,168436
16336,100.0,61242,100.0,61242,12.0,61242,40.0,61242
16337,100.0,81016,100.0,81016,46.0,81016,54.0,81016
16338,1.0,9599,11.0,9599,0.0,9599,2.0,9599
16339,0.0,164946,5.0,164946,0.0,164946,1.0,164946
16340,3.0,172892,26.0,172892,7.0,172892,92.0,172892
16341,17.0,64040,100.0,64040,22.0,64040,72.0,64040
16342,13.0,209035,4.0,209035,13.0,209035,18.0,209035
16343,3.0,255258,9.0,255258,4.0,255258,30.0,255258
16344,1.0,282685,8.0,282685,2.0,282685,29.0,282685
16345,0.0,62878,0.0,62878,0.0,62878,3.0,62878
16346,28.0,11005,5.0,11005,1.0,11005,2.0,11005
16347,100.0,220708,1.0,220708,2.0,220708,1.0,220708
16348,100.0,212383,100.0,212383,6.0,212383,61.0,212383
16349,13.0,236326,7.0,236326,3.0,236326,12.0,236326
16350,6.0,206790,100.0,206790,23.0,206790,100.0,206790
16351,57.0,29579,93.0,29579,65.0,29579,68.0,29579
16352,100.0,165711,1.0,165711,0.0,165711,1.0,165711
16353,0.0,242067,0.0,242067,0.0,242067,2.0,242067
16354,100.0,100241,57.0,100241,10.0,100241,16.0,100241
16355,100.0,10244,100.0,10244,95.0,10244,100.0,10244
16356,100.0,189136,1.0,189136,3.0,189136,1.0,189136
16357,1.0,284751,9.0,284751,1.0,284751,4.0,284751
16358,0.0,28738,3.0,28738,0.0,28738,2.0,28738
16359,17.0,12783,7.0,12783,14.0,12783,20.0,12783
16360,6.0,245258,8.0,245258,6.0,245258,9.0,245258
16361,100.0,44049,100.0,44049,100.0,44049,100.0,44049
16362,0.0,39579,7.0,39579,0.0,39579,37.0,39579
16363,0.0,11906,0.0,11906,0.0,11906,4.0,11906
16364,100.0,9825,100.0,9825,6.0,9825,13.0,9825
16365,100.0,214257,100.0,214257,100.0,214257,100.0,214257
16366,100.0,64806,86.0,64806,2.0,64806,64.0,64806
16367,2.0,28692,7.0,28692,1.0,28692,18.0,28692
16368,100.0,65714,100.0,65714,12.0,65714,77.0,65714
16369,8.0,233827,14.0,233827,13.0,233827,20.0,233827
16370,0.0,284301,0.0,284301,0.0,284301,0.0,284301
16371,0.0,247422,1.0,247422,0.0,247422,3.0,247422
16372,2.0,104916,2.0,104916,2.0,104916,5.0,104916
16373,100.0,270751,8.0,270751,0.0,270751,0.0,270751
16374,0.0,46263,5.0,46263,2.0,46263,7.0,46263
16375,0.0,98866,1.0,98866,4.0,98866,8.0,98866
16376,8.0,57022,11.0,57022,8.0,57022,19.0,57022
16377,1.0,75850,0.0,75850,0.0,75850,20.0,75850
16378,16.0,90806,29.0,90806,15.0,90806,35.0,90806
16379,4.0,123736,4.0,123736,1.0,123736,1.0,123736
16380,6.0,233333,14.0,233333,3.0,233333,3.0,233333
16381,0.0,276685,0.0,276685,0.0,276685,0.0,276685
16382,62.0,161816,100.0,161816,98.0,161816,100.0,161816
16383,1.0,208960,100.0,208960,13.0,208960,97.0,208960
16384,100.0,82991,100.0,82991,100.0,82991,100.0,82991
16385,37.0,32572,100.0,32572,10.0,32572,84.0,32572
16386,0.0,204410,0.0,204410,1.0,204410,2.0,204410
16387,0.0,10950,1.0,10950,1.0,10950,2.0,10950
16388,100.0,209222,100.0,209222,4.0,209222,100.0,209222
16389,1.0,9761,6.0,9761,2.0,9761,14.0,9761
16390,29.0,9274,100.0,9274,41.0,9274,100.0,9274
16391,5.0,214806,1.0,214806,1.0,214806,7.0,214806
16392,4.0,136021,0.0,136021,1.0,136021,1.0,136021
16393,10.0,168271,75.0,168271,20.0,168271,100.0,168271
16394,100.0,67882,100.0,67882,37.0,67882,84.0,67882
16395,8.0,238969,100.0,238969,13.0,238969,22.0,238969
16396,33.0,227665,100.0,227665,11.0,227665,30.0,227665
16397,1.0,217379,1.0,217379,1.0,217379,1.0,217379
16398,6.0,12828,8.0,12828,7.0,12828,8.0,12828
16399,100.0,294403,0.0,294403,0.0,294403,0.0,294403
16400,7.0,47167,5.0,47167,6.0,47167,7.0,47167
16401,0.0,193393,1.0,193393,1.0,193393,1.0,193393
16402,100.0,48768,100.0,48768,38.0,48768,82.0,48768
16403,4.0,217683,1.0,217683,4.0,217683,1.0,217683
16404,0.0,208126,100.0,208126,4.0,208126,100.0,208126
16405,0.0,107286,0.0,107286,1.0,107286,3.0,107286
16406,100.0,242765,0.0,242765,1.0,242765,0.0,242765
16407,77.0,49529,100.0,49529,95.0,49529,100.0,49529
16408,9.0,34019,100.0,34019,20.0,34019,100.0,34019
16409,100.0,213290,2.0,213290,1.0,213290,1.0,213290
16410,18.0,10116,100.0,10116,39.0,10116,100.0,10116
16411,1.0,122961,1.0,122961,1.0,122961,1.0,122961
16412,100.0,170211,1.0,170211,0.0,170211,1.0,170211
16413,2.0,234730,3.0,234730,2.0,234730,1.0,234730
16414,100.0,103416,100.0,103416,5.0,103416,17.0,103416
16415,2.0,91981,3.0,91981,4.0,91981,29.0,91981
16416,5.0,62803,70.0,62803,23.0,62803,100.0,62803
16417,0.0,35171,1.0,35171,1.0,35171,3.0,35171
16418,100.0,31831,100.0,31831,54.0,31831,100.0,31831
16419,0.0,244598,7.0,244598,1.0,244598,10.0,244598
16420,18.0,288359,12.0,288359,1.0,288359,10.0,288359
16421,1.0,97506,18.0,97506,3.0,97506,15.0,97506
16422,1.0,225571,1.0,225571,1.0,225571,1.0,225571
16423,0.0,11584,3.0,11584,0.0,11584,1.0,11584
16424,0.0,54032,10.0,54032,0.0,54032,27.0,54032
16425,6.0,287556,11.0,287556,6.0,287556,7.0,287556
16426,100.0,73711,100.0,73711,100.0,73711,96.0,73711
16427,100.0,12202,68.0,12202,100.0,12202,20.0,12202
16428,0.0,225822,8.0,225822,0.0,225822,16.0,225822
16429,100.0,238713,15.0,238713,3.0,238713,8.0,238713
16430,54.0,55273,54.0,55273,54.0,55273,54.0,55273
16431,100.0,34760,100.0,34760,48.0,34760,34.0,34760
16432,0.0,29851,0.0,29851,5.0,29851,48.0,29851
16433,0.0,203910,0.0,203910,0.0,203910,1.0,203910
16434,0.0,66840,11.0,66840,3.0,66840,58.0,66840
16435,1.0,290293,5.0,290293,2.0,290293,14.0,290293
16436,0.0,12652,0.0,12652,0.0,12652,3.0,12652
16437,0.0,258942,10.0,258942,1.0,258942,100.0,258942
16438,100.0,62550,100.0,62550,19.0,62550,76.0,62550
16439,0.0,192701,100.0,192701,8.0,192701,100.0,192701
16440,22.0,43718,28.0,43718,38.0,43718,21.0,43718
16441,41.0,225967,64.0,225967,33.0,225967,100.0,225967
16442,25.0,34625,66.0,34625,56.0,34625,100.0,34625
16443,34.0,60582,100.0,60582,54.0,60582,100.0,60582
16444,4.0,240164,40.0,240164,13.0,240164,100.0,240164
16445,100.0,214693,0.0,214693,0.0,214693,0.0,214693
16446,100.0,230636,25.0,230636,100.0,230636,100.0,230636
16447,29.0,193956,100.0,193956,15.0,193956,59.0,193956
16448,0.0,221027,8.0,221027,4.0,221027,55.0,221027
16449,100.0,163201,0.0,163201,3.0,163201,3.0,163201
16450,1.0,199008,10.0,199008,6.0,199008,20.0,199008
16451,100.0,187016,1.0,187016,0.0,187016,1.0,187016
16452,100.0,239047,100.0,239047,100.0,239047,100.0,239047
16453,0.0,61393,1.0,61393,0.0,61393,5.0,61393
16454,39.0,197915,100.0,197915,56.0,197915,100.0,197915
16455,0.0,262015,0.0,262015,0.0,262015,5.0,262015
16456,100.0,220266,0.0,220266,0.0,220266,0.0,220266
16457,100.0,213855,3.0,213855,17.0,213855,7.0,213855
16458,11.0,199458,23.0,199458,6.0,199458,5.0,199458
16459,0.0,271793,1.0,271793,1.0,271793,76.0,271793
16460,8.0,45766,6.0,45766,7.0,45766,8.0,45766
16461,100.0,217545,100.0,217545,1.0,217545,67.0,217545
16462,0.0,10907,1.0,10907,0.0,10907,2.0,10907
16463,13.0,9736,6.0,9736,14.0,9736,2.0,9736
16464,3.0,11615,2.0,11615,2.0,11615,3.0,11615
16465,15.0,84541,100.0,84541,16.0,84541,98.0,84541
16466,100.0,54659,100.0,54659,100.0,54659,100.0,54659
16467,22.0,42277,100.0,42277,32.0,42277,100.0,42277
16468,2.0,187368,40.0,187368,3.0,187368,64.0,187368
16469,33.0,9366,100.0,9366,58.0,9366,100.0,9366
16470,100.0,216929,0.0,216929,0.0,216929,0.0,216929
16471,77.0,11245,100.0,11245,100.0,11245,88.0,11245
16472,7.0,32525,89.0,32525,15.0,32525,48.0,32525
16473,4.0,114941,14.0,114941,8.0,114941,41.0,114941
16474,18.0,69577,100.0,69577,1.0,69577,100.0,69577
16475,3.0,289323,7.0,289323,5.0,289323,8.0,289323
16476,85.0,242227,100.0,242227,96.0,242227,100.0,242227
16477,9.0,10004,75.0,10004,1.0,10004,37.0,10004
16478,1.0,182869,1.0,182869,1.0,182869,1.0,182869
16479,2.0,257926,6.0,257926,1.0,257926,4.0,257926
16480,31.0,28082,82.0,28082,83.0,28082,100.0,28082
16481,0.0,202593,6.0,202593,0.0,202593,27.0,202593
16482,54.0,39693,54.0,39693,54.0,39693,54.0,39693
16483,3.0,12469,8.0,12469,4.0,12469,4.0,12469
16484,26.0,221359,100.0,221359,33.0,221359,100.0,221359
16485,100.0,31309,11.0,31309,36.0,31309,64.0,31309
16486,56.0,218937,100.0,218937,100.0,218937,100.0,218937
