uid,score_t
user_5184,527.6368333101916
user_3,299.3631844716654
user_1034,292.31826150246116
user_122,247.526906780462
user_113,187.39345069868676
user_57,170.99761144672152
user_25,162.33571512577007
user_14,153.38945893235186
user_961,145.51040786020803
user_173,134.17222133720202
user_8296,124.36956626741183
user_875,118.25230411624864
user_1272,117.06362658100002
user_58,112.74700828515105
user_19,112.58654579591793
user_10,108.52015726712207
user_127,105.80250332278129
user_21,104.71981997803474
user_1564,101.38052958577651
user_30,96.18858768387358
user_84,91.2064702893006
user_2,75.33479553152264
user_22,73.74262541401947
user_26450,69.72862793007494
user_20914,66.32511615605411
user_2967,64.75442646819843
user_62,64.35857421065222
user_347,59.79233988481176
user_3548,59.19375827813277
user_79,59.157585007673475
user_1001,57.31528658102381
user_176,56.54119900339258
user_2573,55.63783855887172
user_1072,55.47719680337143
user_18581,52.91536453421966
user_1108,52.799394530903
user_26,52.295140837497435
user_146,50.5461072257171
user_11311,48.711578891550595
user_25135,48.54838063350204
user_189,48.41644024252861
user_1201,48.28651219272605
user_635,47.87109173381995
user_2268,47.00691712903454
user_186,46.501545144872665
user_3632,44.220588304787505
user_1986,43.83291049073201
user_18196,42.831428636382995
user_21851,41.564956279476625
user_279,40.932177028365246
user_1081,40.000793451773376
user_3814,39.10923730284104
user_351,38.833081391118526
user_91,38.173023850416925
user_4967,36.86311514232498
user_1344,36.40304885237804
user_25185,35.85620810854231
user_2647,35.76129505900057
user_606,34.52652951696096
user_5464,34.3765425475509
user_905,33.48479875253451
user_120,33.06371970210211
user_1180,32.60324190323025
user_1973,32.190603319951904
user_584,31.900035229216012
user_180,31.862346439714216
user_29,31.785487771705018
user_15266,31.433715809833554
user_1505,31.09222993387351
user_1849,30.819345771086628
user_2868,30.152693499999778
user_248,28.834960647603186
user_2479,28.652570128731476
user_21619,28.572152955046576
user_195,28.225004899436193
user_1086,28.17096555551114
user_1388,28.1681394688734
user_20929,28.031296837060022
user_159,27.961757694012782
user_141,27.804669727105427
user_11,27.665861449645273
user_2034,27.46128227604258
user_2564,27.45711837196831
user_2834,27.3743751525831
user_164,27.057995936008957
user_2193,27.052747333030442
user_18936,26.972485460957344
user_3932,26.836716780682423
user_25000,26.388590817033123
user_17876,26.170105096955645
user_24037,26.076929760020924
user_134,25.947127112445997
user_9,25.6653480050191
user_74,25.30060896742406
user_317,25.087565772645597
user_1352,24.880408731388627
user_21514,24.764830952181235
user_4478,24.38859375904283
user_2995,23.715809868520417
user_361,23.694474427768224
user_2789,23.677996083731664
user_26728,23.37355314400189
user_19824,23.176643434078397
user_38,23.129181222849027
user_4405,22.67115192906413
user_15571,22.649825489540657
user_1279,22.63153156255207
user_3642,22.595226285473977
user_266,22.593162532856013
user_97,22.589384145245404
user_410,22.48984611395181
user_2486,22.321569418151896
user_72,22.285267978529593
user_3014,21.784959841091094
user_2317,21.67473477967472
user_6486,21.651325237761274
user_4134,20.90742912105755
user_1770,20.751920720143147
user_198,20.454323363809905
user_4294,20.391146689470755
user_1483,20.36659356514802
user_4292,20.189125456324113
user_1112,20.166458618701665
user_21561,19.938032568273613
user_35,19.930779961603914
user_83,19.835903979756342
user_2186,19.614451670988583
user_5470,19.448727708764633
user_22896,19.437989598368222
user_5125,19.30617055218733
user_7016,19.016956965048763
user_26373,18.630333407685306
user_11186,18.61567652311893
user_2051,18.26198426740138
user_1202,18.10389607051689
user_1621,18.06529033487874
user_21732,17.971585681370446
user_21710,17.912496666014075
user_18371,17.88856806870451
user_3410,17.77963718706323
user_2515,17.755635011567446
user_21826,17.72207736867384
user_11826,17.6687600547367
user_29268,17.551704705761423
user_25791,17.45622377223162
user_3384,17.424697732609552
user_2014,17.38621372660812
user_7761,17.32628024042515
user_1278,17.295904641544283
user_1417,17.121340785280747
